# name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication,detection_type,mass_detection_type,radius_detection_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names
Kepler-631 b,Confirmed,,,,,,,0.259,0.021,0.029,17.97979059,3.77e-05,3.77e-05,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-631,296.885757,40.228233,,,12.519,12.263,12.208,843.0,,,0.23,0.079,0.083,1.24,0.05,0.05,1.33,0.1,0.14,,,,,6185.0,75.47,85.62,,,
Kepler-632 b,Confirmed,,,,,,,0.197,0.007,0.029,30.99660733,4.756e-05,4.756e-05,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-632,297.252613,40.288605,,,11.994,11.567,11.479,349.0,,,0.11,0.091,0.09,0.91,0.03,0.03,0.84,0.02,0.02,,,,,5322.0,82.67,89.61,,,
Kepler-633 b,Confirmed,,,,,,,0.145,0.019,0.028,8.50340718,2.68e-05,2.68e-05,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-633,295.217437,40.592251,,,12.437,12.101,11.978,634.0,,,-0.05,0.126,0.104,1.02,0.06,0.06,1.15,0.14,0.21,,,,,5899.0,91.57,86.22,,,
Kepler-634 b,Confirmed,,,,,,,0.169,0.022,0.027,5.16950177,1.029e-05,1.029e-05,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-634,291.195065,40.702706,,,12.511,12.22,12.16,757.0,,,-0.18,0.129,0.132,1.03,0.07,0.09,1.24,0.16,0.19,,,,,6075.0,77.53,86.22,,,
Kepler-635 b,Confirmed,,,,,,,0.236,0.024,0.032,23.44971004,7.672e-05,7.672e-05,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-635,289.773247,40.800724,,,12.235,11.959,11.903,826.0,,,0.41,0.038,0.037,1.33,0.05,0.06,1.51,0.15,0.2,,,,,6174.0,82.75,70.4,,,
Kepler-636 b,Confirmed,,,,,,,0.397,0.012,0.012,16.08066115,5.6e-06,5.6e-06,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-636,293.591889,41.095161,,,12.191,11.692,11.584,341.0,,,-0.02,0.109,0.108,0.85,0.04,0.03,0.8,0.02,0.02,,,,,5203.0,72.86,56.47,,,
Kepler-637 b,Confirmed,,,,,,,0.424,0.05,0.045,23.20584623,5.368e-05,5.368e-05,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-637,292.417233,41.416882,,,12.459,12.227,12.182,1575.0,,,0.38,0.053,0.052,1.64,0.1,0.07,2.56,0.3,0.27,,,,,6096.0,44.44,46.96,,,
Kepler-638 b,Confirmed,,,,,,,0.163,0.028,0.05,6.07972888,1.513e-05,1.513e-05,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-638,284.919429,41.617195,,,12.181,11.765,11.683,426.0,,,0.04,0.123,0.105,0.88,0.04,0.04,0.93,0.09,0.29,,,,,5382.0,59.39,50.1,,,
Kepler-639 b,Confirmed,,,,,,,0.212,0.03,0.049,10.21420496,2.131e-05,2.131e-05,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-639,292.186888,41.727039,,,12.212,11.948,11.89,680.0,,,0.23,0.073,0.078,1.14,0.06,0.09,1.29,0.18,0.26,,,,,5896.0,59.62,76.96,,,
Kepler-64 (AB) b,Confirmed,0.53,0.53,0.0,,,,0.553,0.015,0.015,138.506,0.1,0.1,0.634,0.011,0.011,0.0539,0.0081,0.0081,90.0,0.07,0.07,,2013,2016-03-09,348.0,6.7,5.0,,,,,,,2455074.71,0.11,0.11,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,," PH1 (AB) b, KIC 4862625 (AB) b",,Kepler-64 (AB),298.2167,39.955,,,,,,,,,,,,1.93,0.09,0.09,1.7,,,F+M,,,,,,,,,KIC 4862625 (AB)
Kepler-640 b,Confirmed,,,,,,,0.228,0.02,0.007,22.24813967,3.515e-05,3.515e-05,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-640,296.032191,42.13168,,,12.507,12.18,12.113,538.0,,,0.15,0.084,0.078,1.01,0.03,0.03,0.94,0.03,0.03,,,,,5653.0,62.83,72.44,,,
Kepler-641 b,Confirmed,,,,,,,0.165,0.022,0.028,9.48961571,2.398e-05,2.398e-05,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-641,291.823482,42.516216,,,12.576,12.256,12.186,673.0,,,0.15,0.091,0.094,1.02,0.04,0.05,1.13,0.14,0.19,,,,,5713.0,83.52,81.57,,,
Kepler-642 b,Confirmed,,,,,,,0.259,0.05,0.116,4.41745855,6.6e-06,6.6e-06,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-642,293.834559,42.624962,,,12.363,12.152,12.095,1022.0,,,0.06,0.138,0.13,1.4,0.16,0.23,1.66,0.32,0.74,,,,,6570.0,201.09,133.26,,,
Kepler-643 b,Confirmed,,,,,,,0.906,0.024,0.031,16.33889626,1.826e-05,1.826e-05,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-643,290.327325,42.898281,,,12.212,11.672,11.583,1029.0,,,0.13,0.111,0.078,1.0,0.04,0.07,2.52,0.07,0.08,,,,,4908.0,47.77,45.26,,,
Kepler-644 b,Confirmed,,,,,,,0.281,0.054,0.103,3.1739171,4.23e-06,4.23e-06,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-644,295.475743,43.493137,,,12.921,12.725,12.574,1413.0,,,0.08,0.149,0.14,1.49,0.17,0.22,1.81,0.35,0.67,,,,,6747.0,238.58,156.03,,,
Kepler-645 b,Confirmed,,,,,,,0.187,0.025,0.056,3.27582262,4.77e-06,4.77e-06,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-645,290.322766,44.035809,,,12.924,12.624,12.589,901.0,,,-0.01,0.189,0.127,1.13,0.09,0.14,1.21,0.16,0.36,,,,,6170.0,162.1,144.24,,,
Kepler-646 b,Confirmed,,,,,,,0.178,0.017,0.033,15.87364565,4.3e-05,4.3e-05,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-646,290.471339,44.387085,,,12.525,12.139,12.089,513.0,,,-0.07,0.192,0.162,0.93,0.06,0.06,0.91,0.08,0.13,,,,,5634.0,139.42,117.96,,,
Kepler-647 b,Confirmed,,,,,,,0.104,0.01,0.012,16.2254649,0.0001556,0.0001556,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-647,284.788295,44.591675,,,12.898,12.585,12.611,789.0,,,-0.14,0.12,0.117,1.03,0.05,0.06,1.07,0.09,0.13,,,,,6020.0,72.51,81.21,,,
Kepler-648 b,Confirmed,,,,,,,0.287,0.021,0.011,17.4211749,2.066e-05,2.066e-05,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-648,283.899655,45.016888,,,12.803,12.52,12.44,665.0,,,0.21,0.076,0.071,1.05,0.03,0.03,0.98,0.03,0.03,,,,,5741.0,51.62,54.98,,,
Kepler-649 b,Confirmed,,,,,,,0.202,0.011,0.012,29.90722674,5.373e-05,5.373e-05,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-649,285.655936,45.079556,,,12.377,12.016,12.036,525.0,,,-0.17,0.122,0.112,0.97,0.05,0.04,0.94,0.05,0.06,,,,,5871.0,54.67,62.24,,,
Kepler-65 b,Confirmed,,,,,,,0.1257,0.0015,0.0015,2.1549156,2.5e-06,2.5e-06,0.035,0.001,0.002,0.02,0.02,0.17,,,,,2013,2015-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,Kepler-65,288.6875,41.1511358333,11.018,10.882,10.066,9.852,9.806,312.43,9.75,9.75,0.17,0.06,0.06,1.199,0.03,0.029,1.399,0.012,0.012,B,3.89,0.48,0.59,6211.0,66.0,66.0,,,"KIC 5866724, KOI 85"
Kepler-65 c,Confirmed,,,,0.084,0.058,0.064,0.2294,0.0029,0.0029,5.8599408,2.3e-06,2.3e-06,0.068,0.002,0.004,0.08,0.08,0.13,,,,,2013,2015-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,Kepler-65,288.6875,41.1511358333,11.018,10.882,10.066,9.852,9.806,312.43,9.75,9.75,0.17,0.06,0.06,1.199,0.03,0.029,1.399,0.012,0.012,B,3.89,0.48,0.59,6211.0,66.0,66.0,,,"KIC 5866724, KOI 85"
Kepler-65 d,Confirmed,,,,,,,0.1344,0.0036,0.0036,8.131231,2.1e-05,2.1e-05,0.084,0.002,0.006,0.1,0.1,0.23,,,,,2013,2015-12-02,,,,,,,,,,,,,,,,,,,0.53,0.02,0.07,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,Kepler-65,288.6875,41.1511358333,11.018,10.882,10.066,9.852,9.806,312.43,9.75,9.75,0.17,0.06,0.06,1.199,0.03,0.029,1.399,0.012,0.012,B,3.89,0.48,0.59,6211.0,66.0,66.0,,,"KIC 5866724, KOI 85"
Kepler-65 e,Confirmed,0.82,0.16,0.63,,,,,,,258.8,1.3,1.5,,,,0.28,0.07,0.07,127.0,25.0,27.0,,2019,2020-03-14,350.0,110.0,130.0,,,,2455945.4,8.2,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,Kepler-65,288.6875,41.1511358333,11.018,10.882,10.066,9.852,9.806,312.43,9.75,9.75,0.17,0.06,0.06,1.199,0.03,0.029,1.399,0.012,0.012,B,3.89,0.48,0.59,6211.0,66.0,66.0,,,"KIC 5866724, KOI 85"
Kepler-650 b,Confirmed,,,,,,,0.264,0.04,0.045,3.03214559,3.31e-06,3.31e-06,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-650,289.000875,45.15427,,,12.525,12.237,12.144,805.0,,,0.13,0.084,0.092,1.08,0.05,0.08,1.35,0.21,0.23,,,,,5849.0,77.61,64.94,,,
Kepler-651 b,Confirmed,,,,,,,0.211,0.012,0.02,21.38521506,3.88e-05,3.88e-05,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-651,287.33279,46.2035,,,12.719,12.397,12.27,537.0,,,-0.04,0.115,0.107,0.92,0.04,0.03,0.87,0.03,0.04,,,,,5522.0,54.3,64.16,,,
Kepler-652 b,Confirmed,,,,,,,0.222,0.004,0.005,4.18200253,1.72e-06,1.72e-06,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-652,288.00811,46.473557,,,12.192,11.848,11.737,423.0,,,0.17,0.068,0.056,0.97,0.02,0.02,0.88,0.01,0.02,,,,,5490.0,40.88,43.22,,,
Kepler-653 b,Confirmed,,,,,,,0.174,0.023,0.026,14.70748976,3.759e-05,3.759e-05,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-653,282.21293,46.717819,,,12.194,11.868,11.793,593.0,,,0.23,0.078,0.077,1.02,0.04,0.05,1.19,0.16,0.17,,,,,5665.0,60.88,54.97,,,
Kepler-653 c,Confirmed,,,,,,,0.07,0.011,0.012,0.90037648,3.63e-06,3.63e-06,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-653,282.21293,46.717819,,,12.194,11.868,11.793,593.0,,,0.23,0.078,0.077,1.02,0.04,0.05,1.19,0.16,0.17,,,,,5665.0,60.88,54.97,,,
Kepler-654 b,Confirmed,,,,,,,0.185,0.023,0.033,13.72465129,5.006e-05,5.006e-05,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-654,297.068412,46.834278,,,12.516,12.202,12.158,661.0,,,0.04,0.09,0.094,1.04,0.04,0.05,1.11,0.11,0.17,,,,,5865.0,89.45,93.8,,,
Kepler-655 b,Confirmed,,,,,,,0.242,0.024,0.037,46.4063358,0.0001651,0.0001651,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-655,297.259092,46.843193,,,12.495,12.243,12.214,783.0,,,0.0,0.103,0.092,1.15,0.05,0.06,1.24,0.12,0.18,,,,,6170.0,62.57,72.99,,,
Kepler-656 b,Confirmed,,,,,,,0.278,0.03,0.019,1.26025909,6.6e-07,6.6e-07,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-656,288.327899,47.381592,,,14.054,13.616,13.503,867.0,,,-0.04,0.172,0.15,0.86,0.04,0.04,0.82,0.05,0.05,,,,,5281.0,58.78,63.29,,,
Kepler-657 b,Confirmed,,,,,,,0.314,0.029,0.062,24.54350418,6.435e-05,6.435e-05,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-657,291.197299,47.3078,,,14.135,13.812,13.761,1244.0,,,0.03,0.158,0.138,1.01,0.06,0.06,1.01,0.09,0.2,,,,,5808.0,121.47,88.65,,,
Kepler-658 b,Confirmed,,,,,,,0.145,0.005,0.005,1.28707676,1.19e-06,1.19e-06,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-658,282.98379,47.57859,,,13.441,12.727,12.627,341.0,,,-0.04,0.104,0.092,0.63,0.03,0.02,0.6,0.02,0.02,,,,,4103.0,37.36,39.35,,,
Kepler-659 b,Confirmed,,,,,,,0.223,0.021,0.029,17.671796,5.558e-05,5.558e-05,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-659,287.608202,47.509686,,,13.963,13.471,13.353,688.0,,,0.02,0.178,0.158,0.79,0.04,0.03,0.74,0.04,0.03,,,,,4870.0,56.1,49.22,,,
Kepler-66 b,Confirmed,0.047,,,,,,0.25,0.006,0.006,17.815815,7.5e-05,7.5e-05,0.1352,0.0017,0.0017,,,,,,,,2013,2018-11-28,,,,,,,,,,2454967.4854,0.0025,0.0025,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,,,Kepler-66,293.9833,46.6878,15.3,,,,,1107.0,90.0,90.0,0.012,0.003,0.003,1.038,0.044,0.044,0.966,0.042,0.042,GOV,1.0,0.17,0.17,5962.0,79.0,79.0,,,
Kepler-660 b,Confirmed,,,,,,,0.229,0.015,0.01,9.27358194,1.178e-05,1.178e-05,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-660,288.138262,47.724453,,,13.672,13.12,13.033,564.0,,,-0.07,0.182,0.149,0.75,0.05,0.04,0.71,0.04,0.03,,,,,4779.0,49.24,44.67,,,
Kepler-661 b,Confirmed,,,,,,,0.274,0.019,0.011,6.02930132,5.36e-06,5.36e-06,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-661,283.710881,47.86327,,,14.001,13.37,13.231,558.0,,,-0.05,0.154,0.164,0.7,0.04,0.03,0.67,0.04,0.03,,,,,4483.0,57.11,56.76,,,
Kepler-662 b,Confirmed,,,,,,,0.194,0.011,0.01,21.67697486,6.711e-05,6.711e-05,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-662,290.465134,47.92918,,,13.81,13.298,13.201,641.0,,,-0.03,0.171,0.157,0.79,0.04,0.04,0.74,0.04,0.03,,,,,4897.0,59.98,52.49,,,
Kepler-663 b,Confirmed,,,,,,,0.232,0.014,0.018,4.99678284,1.448e-05,1.448e-05,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-663,297.808262,47.946671,,,14.448,14.018,13.903,1030.0,,,0.03,0.165,0.147,0.86,0.04,0.04,0.82,0.04,0.06,,,,,5264.0,127.67,90.56,,,
Kepler-664 b,Confirmed,,,,,,,0.237,0.022,0.061,2.52559332,3.67e-06,3.67e-06,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-664,288.754887,48.2262,,,14.366,14.064,13.952,1386.0,,,0.07,0.15,0.146,1.01,0.05,0.06,1.02,0.1,0.26,,,,,5754.0,86.08,73.56,,,
Kepler-665 b,Confirmed,,,,,,,0.232,0.013,0.013,16.01310205,4.308e-05,4.308e-05,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-665,297.02563,48.478596,,,13.855,13.323,13.214,651.0,,,-0.03,0.168,0.146,0.79,0.04,0.04,0.74,0.04,0.03,,,,,4913.0,86.97,93.83,,,
Kepler-666 b,Confirmed,,,,,,,0.214,0.025,0.052,4.49876092,1.769e-05,1.769e-05,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-666,298.45684,48.791592,,,14.199,13.853,13.807,1330.0,,,0.01,0.173,0.136,1.03,0.08,0.09,1.05,0.12,0.25,,,,,5887.0,179.03,164.92,,,
Kepler-667 b,Confirmed,,,,,,,0.422,0.025,0.035,41.43962808,8.183e-05,8.183e-05,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-667,295.555049,49.017342,,,13.948,13.596,13.519,907.0,,,0.15,0.158,0.152,0.91,0.04,0.04,0.87,0.05,0.07,,,,,5327.0,70.39,53.04,,,
Kepler-668 b,Confirmed,,,,,,,0.241,0.016,0.021,8.35390639,1.695e-05,1.695e-05,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-668,285.49925,49.277348,,,13.996,13.582,13.533,877.0,,,-0.06,0.171,0.151,0.87,0.05,0.04,0.82,0.05,0.06,,,,,5352.0,60.88,60.59,,,
Kepler-669 b,Confirmed,,,,,,,0.431,0.049,0.114,4.12554687,3.1e-06,3.1e-06,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-669,291.936173,49.253986,,,14.38,14.083,14.198,1778.0,,,0.14,0.143,0.147,1.15,0.07,0.1,1.2,0.13,0.32,,,,,6038.0,109.18,97.84,,,
Kepler-67 b,Confirmed,0.047,,,,,,0.26,0.014,0.014,15.7259,0.00011,0.00011,0.1171,0.0015,0.0015,,,,,,,,2013,2018-11-28,,,,,,,,,,2454966.9855,0.0048,0.0048,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,,,Kepler-67,294.1542,46.1664,16.4,,,,,1107.0,90.0,90.0,0.012,0.003,0.003,0.865,0.034,0.034,0.778,0.031,0.031,G9V,1.0,0.17,0.17,5331.0,63.0,63.0,,,
Kepler-670 b,Confirmed,,,,,,,1.176,0.108,0.262,2.81650485,1.5e-07,1.5e-07,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-670,297.015468,49.225292,,,13.732,13.393,13.315,980.0,,,0.07,0.149,0.139,0.99,0.06,0.05,0.99,0.09,0.22,,,,,5709.0,134.39,89.42,,,
Kepler-671 b,Confirmed,,,,,,,0.24,0.018,0.044,4.28095859,6.48e-06,6.48e-06,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-671,294.265808,49.314091,,,14.121,13.756,13.769,1139.0,,,0.08,0.137,0.145,0.97,0.04,0.05,0.95,0.07,0.17,,,,,5624.0,91.38,74.83,,,
Kepler-672 b,Confirmed,,,,,,,0.223,0.016,0.029,38.3774623,0.0001555,0.0001555,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-672,291.722008,49.480877,,,13.962,13.639,13.497,1011.0,,,-0.01,0.185,0.149,0.95,0.05,0.04,0.92,0.06,0.11,,,,,5627.0,79.72,75.47,,,
Kepler-673 b,Confirmed,,,,,,,0.583,0.043,0.047,3.72873109,9.3e-07,9.3e-07,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-673,290.785759,50.054119,,,14.179,13.825,13.669,978.0,,,0.0,0.171,0.149,0.88,0.05,0.04,0.84,0.05,0.07,,,,,5355.0,71.68,60.4,,,
Kepler-674 b,Confirmed,,,,,,,0.151,0.006,0.009,2.24338185,2.72e-06,2.72e-06,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-674,285.176211,50.149818,,,13.213,12.521,12.394,302.0,,,-0.27,0.138,0.143,0.6,0.04,0.04,0.57,0.02,0.03,,,,,4192.0,42.83,40.95,,,
Kepler-675 b,Confirmed,,,,,,,0.218,0.014,0.021,2.33743801,2.07e-06,2.07e-06,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-675,293.833326,50.230354,,,13.81,13.3,13.195,651.0,,,-0.05,0.177,0.147,0.79,0.04,0.04,0.75,0.04,0.03,,,,,4945.0,70.99,69.87,,,
Kepler-676 b,Confirmed,,,,,,,0.271,0.03,0.012,11.59822172,1.399e-05,1.399e-05,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-676,296.22197,50.287237,,,13.474,12.813,12.628,243.0,,,-0.02,0.087,0.087,0.51,0.03,0.02,0.49,0.03,0.02,,,,,3701.0,40.14,39.31,,,
Kepler-677 b,Confirmed,,,,,,,0.48,0.037,0.104,6.57531678,3.69e-06,3.69e-06,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-677,290.098067,50.321609,,,14.071,13.793,13.686,1180.0,,,0.06,0.163,0.143,1.0,0.05,0.05,0.99,0.08,0.21,,,,,5723.0,87.95,68.82,,,
Kepler-678 b,Confirmed,,,,,,,0.459,0.031,0.059,7.27503724,4.27e-06,4.27e-06,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-678,295.455293,50.49456,,,13.732,13.402,13.26,875.0,,,0.07,0.15,0.157,0.94,0.05,0.04,0.91,0.06,0.12,,,,,5520.0,108.11,72.95,,,
Kepler-679 b,Confirmed,,,,,,,0.269,0.035,0.029,12.39358604,3.829e-05,3.829e-05,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-679,296.021342,50.567783,,,14.196,13.783,13.692,968.0,,,-0.09,0.185,0.161,0.87,0.05,0.05,0.84,0.06,0.07,,,,,5403.0,105.75,97.13,,,
